id,submitted,A1_role,A2_age,A3_gender,A4_school,A5_origin,A6_courses,A7_hours,A8_access__none,A8_access__screenreader,A8_access__captions,A8_access__dyslexia,A8_access__motor,A8_access__contrast,A8_access__na,A9_tech,B1_freq,B2_devices__laptop,B2_devices__desktop,B2_devices__phone_browser,B2_devices__phone_app,B2_devices__tablet,B3_primary,B4_session,B5_features__announcements,B5_features__assignments,B5_features__grades,B5_features__modules,B5_features__calendar,B5_features__inbox,B5_features__discussions,B5_features__quizzes,B5_features__recordings,B5_features__groups,B5_features__syllabus,B5_features__none,B6_deadline__canvas_cal,B6_deadline__email,B6_deadline__push,B6_deadline__in_class,B6_deadline__peer,B6_deadline__syllabus,B6_deadline__own_cal,B6_deadline__late,B7_notif,B8_lost,B9_tools__paper,B9_tools__calendar,B9_tools__notes,B9_tools__chat,B9_tools__email,B9_tools__none,C1_find_fast,C2_find_slow,C3_notif_useful,C4_notif_noise,C5_mobile,C6_consistent,C7_uptodate,C8_confident,C9_accessible,C10_group,C11_satisfaction,C12_ease,D1_rank__materials,D1_rank__deadlines,D1_rank__grades,D1_rank__communication,D1_rank__recordings,D1_rank__groupwork,E1_frustrate,E2_helped,E3_more,PC1,PC2,Segment
R102,2026-09-13 17:15,staff,30-39,male,tls,nl,4,1-8,1,0,0,0,0,0,0,4,several,1,0,0,0,0,laptop,gt30,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,email,2-3,0,1,0,1,1,0,5,4,3,7,4,2,5,6,7,4,5,4,3,2,1,4,5,6,It logged me out and I lost the text of a long post.,,Fewer places to put the same information.,-1.57,0.659,S4 Power Instructors
R103,2026-09-13 17:15,bsc,17-20,female,tshd,nl,4,9-16,1,0,0,0,0,0,0,5,several,1,0,1,1,0,phone,lt2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,push,2-3,0,0,0,1,0,0,3,5,4,6,4,4,3,5,5,5,3,4,4,1,2,3,5,6,Tried to submit the Human-Computer Interaction assignment from my phone 10 minutes before the deadline. The file picker didn't let me pick the PDF from my drive and I had to run to the library.,"The push notification that my Marketing Analytics grade was published, right when I was on the train.",,-2.248,-2.375,S1 Deadline Sprinters
R104,2026-09-13 17:18,bsc,na,na,tshd,na,3,1-8,1,0,0,0,0,0,0,6,several,1,0,0,1,0,laptop,2-5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,push,0,0,0,0,1,0,0,4,3,6,6,3,4,5,5,6,3,3,4,3,1,2,4,5,6,"every course puts the deadlines in a different place. One uses Assignments, one uses a PDF planning, one only mentions it in the lecture.","The push notification that my Text Mining grade was published, right when I was on the train.",,-2.355,0.07,S1 Deadline Sprinters
R105,2026-09-13 17:32,bsc,30-39,female,tshd,nl,3,9-16,1,0,0,0,0,0,0,6,1,0,0,1,0,0,laptop,5-15,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,inapp,4-6,0,1,0,1,1,0,2,7,3,5,5,3,5,4,4,3,4,3,3,1,4,5,2,6,It logged me out and I lost the text of a long post.,,Recordings uploaded the same day.,2.439,-1.167,S3 Overloaded Jugglers
R106,2026-09-13 17:58,bsc,21-24,male,tisem,nl,4,17-24,0,0,0,1,0,0,0,7,2-3,1,0,0,1,0,laptop,5-15,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,inapp,1,0,1,1,1,1,0,5,4,3,6,3,2,4,5,7,3,4,5,3,1,4,5,2,6,"missed a group meeting because the invite was only posted in the Canvas group discussion, and I don't get emails for those.",,,-0.512,-0.254,S3 Overloaded Jugglers
R107,2026-09-13 19:03,bsc,30-39,male,tisem,nl,4,17-24,1,0,0,0,0,0,0,4,4-6,1,0,0,0,0,laptop,5-15,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,email,2-3,1,1,0,1,1,0,4,2,4,5,3,3,6,6,7,3,3,4,3,1,4,5,2,6,Between work shifts I checked my email and saw a Canvas mail from Monday saying the Human-Computer Interaction deadline was moved earlier. I had already planned my weekend around the old date.,,deadlines on Friday 17:00 instead of Sunday 23:59 would help students with jobs.,-0.322,-0.325,S3 Overloaded Jugglers
R108,2026-09-13 21:26,msc,25-29,male,tshd,noneu,4,1-8,1,0,0,0,0,0,0,5,4-6,1,1,1,0,1,laptop,5-15,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,inapp,2-3,1,0,0,0,0,0,3,6,5,5,5,2,6,7,7,5,2,4,1,2,4,3,5,6,"Trying to see the deadlines of all courses in one view. Exported the calendar feed to Google Calendar, but half the assignments had no dates so they never appeared.",,,0.745,0.993,S2 Structured Scholars
R109,2026-09-13 22:11,bsc,17-20,female,tshd,nl,5,9-16,1,0,0,0,0,0,0,5,several,1,0,0,1,0,phone,lt2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,push,0,0,0,0,1,0,0,6,1,5,4,4,5,3,5,5,4,7,3,2,3,1,6,4,5,The To-do list showed 3 items due but two of them were undated things from a course that finished last block. I almost missed the one that mattered.,seeing the exact time left before a deadline on the assignment page.,"Fewer emails, more useful pushes.",-3.948,0.046,S1 Deadline Sprinters
R110,2026-09-13 22:29,staff,30-39,female,other,noneu,1,0,1,0,0,0,0,0,0,2,lt1,0,1,0,0,0,laptop,5-15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,dontknow,4-6,1,1,0,0,1,0,2,7,4,5,5,6,4,1,5,4,2,1,1,3,4,2,5,6,A lecturer asked us to fix due dates in 30 assignments after a course copy. There is no bulk edit that works reliably.,The course template we push to all courses in our school makes the support questions drop noticeably.,Support staff need a view of what the student sees.,3.669,-3.088,S5 Reluctant Instructors
R111,2026-09-13 22:55,lecturer,30-39,male,tisem,nl,3,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1,laptop,5-15,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,email,1,1,1,0,0,1,0,4,4,4,4,5,4,4,3,5,2,3,2,1,2,4,3,5,6,Honestly I avoid it. I email the students the PDFs and ask the TA to put them in Canvas.,"Nothing comes to mind, honestly.",,1.98,-1.648,S5 Reluctant Instructors
R112,2026-09-13 23:48,bsc,21-24,female,tshd,nl,4,1-8,1,0,0,0,0,0,0,5,4-6,1,0,1,1,1,laptop,5-15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,push,0,0,0,0,1,0,0,4,3,3,5,2,4,3,6,6,5,5,3,3,2,1,4,6,5,"Every course puts the deadlines in a different place. One uses Assignments, one uses a PDF planning, one only mentions it in the lecture.",,Let me see the class average next to my grade.,-2.218,-0.195,S1 Deadline Sprinters
R113,2026-09-14 00:03,msc,21-24,male,tisem,nl,3,17-24,1,0,0,0,0,0,0,6,1,1,0,0,0,0,laptop,5-15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,email,2-3,0,1,1,1,0,0,4,3,4,6,2,2,3,4,5,2,1,5,2,1,4,5,3,6,"The Canvas app doesn't show announcement attachments properly, and I'm mostly on my phone during the week",Nothing specific.,,1.027,-1.48,S3 Overloaded Jugglers
R114,2026-09-14 00:04,msc,21-24,male,tls,nl,2,9-16,0,0,1,0,0,0,0,6,daily,1,0,0,1,0,laptop,gt30,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,email,4-6,0,1,1,1,0,0,3,4,3,5,2,1,3,4,1,4,2,2,1,3,4,5,2,6,The Modules page reads like a list of 200 links to my screen reader; the headings are not marked as headings so I cannot jump between weeks.,Reminders for deadlines.,"Let me set my own font size and contrast once, for all courses.",3.047,0.068,S6 Access-First Learners
R115,2026-09-14 00:51,staff,30-39,nonbinary,tsb,eu,1,1-8,1,0,0,0,0,0,0,4,several,1,0,1,0,0,laptop,gt30,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,email,0,0,1,1,0,1,0,3,6,6,5,3,4,5,4,5,3,5,5,2,4,1,3,5,6,"Could not find the exam location; it was in an announcement, not in the calendar.",Being able to look up a student's course list when they are at the desk.,,-0.798,1.698,S4 Power Instructors
R116,2026-09-14 00:56,bsc,25-29,male,tls,nl,4,17-24,1,0,0,0,0,0,0,6,daily,0,0,0,1,0,phone,lt2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,push,1,0,0,0,1,0,0,5,2,4,5,2,6,4,6,7,5,5,4,2,1,3,5,4,6,Deadline was at 23:59 but the app showed a different time after I came back from holiday. I panicked and submitted at 22:00 just to be safe.,,,-3.667,-0.819,S1 Deadline Sprinters
R117,2026-09-14 01:31,bsc,17-20,male,tisem,nl,5,9-16,1,0,0,0,0,0,0,6,daily,0,0,0,1,0,phone,lt2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,push,0,0,0,0,1,1,0,4,3,3,3,3,4,3,3,6,6,5,2,3,2,1,4,5,6,"Discussion post for the thesis circle counted as an assignment, so it showed up in my grades as 0 for a week and freaked me out.",When the teacher replied to my comment on my submission I saw it immediately in the app,,-2.58,-1.476,S1 Deadline Sprinters
R118,2026-09-14 02:09,msc,21-24,female,tsb,nl,3,9-16,0,0,0,1,0,0,0,5,4-6,1,0,0,0,0,laptop,15-30,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,email,2-3,0,0,1,1,0,0,3,7,5,5,4,1,6,5,6,3,5,4,2,4,3,5,1,6,"I wanted to re-watch the part of the Deep Learning lecture about recursion. No chapters, no transcript search, so I scrubbed through 90 minutes.",Reminders for deadlines.,,1.352,1.857,S2 Structured Scholars
R119,2026-09-14 02:46,msc,30-39,male,tisem,nl,3,1-8,0,0,0,1,0,0,0,6,daily,1,0,0,0,0,laptop,gt30,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,inapp,2-3,0,1,1,1,0,0,2,6,4,3,3,3,5,2,2,2,4,3,1,3,5,4,2,6,"The grey-on-white text in the To-do list and the tiny date labels are unreadable for me without zooming, and then the layout breaks","Transcripts of the Statistics 2 recordings were edited by the TA, so I could actually search them.",,3.312,0.992,S6 Access-First Learners
R120,2026-09-14 04:55,msc,21-24,male,tsb,eu,5,9-16,1,0,0,0,0,0,0,4,4-6,1,0,0,1,0,phone,5-15,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,push,4-6,0,0,1,1,1,0,3,4,6,5,3,3,4,5,6,6,4,3,3,1,2,5,4,6,"Notification said 'new comment on your submission'. I opened it, no comment visible. Had to open it on a laptop to see the feedback.",Checking a grade in 5 seconds while waiting for coffee.,,-1.566,-1.475,S1 Deadline Sprinters
R121,2026-09-14 05:25,bsc,30-39,male,tisem,eu,3,1-8,0,0,0,1,0,0,0,6,4-6,1,1,0,0,0,laptop,gt30,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,email,2-3,0,1,0,0,0,0,3,5,5,4,4,2,4,4,2,3,4,1,2,3,4,6,1,5,The rich content editor moves focus when I type in a discussion post; with the screen reader I lose my place every few words.,One lecturer added proper headings and alt text in Constitutional Law; I could navigate the whole course by headings for the first time.,"Accessibility depends entirely on the lecturer. The system should enforce headings, alt text and captions.",2.705,0.767,S6 Access-First Learners
R122,2026-09-14 05:58,lecturer,50+,nonbinary,tsb,nl,3,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,laptop,5-15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,email,4-6,0,1,0,0,1,0,2,7,3,5,3,4,4,4,6,4,3,1,5,3,4,2,1,6,"A student asked me a question through the Canvas Inbox. I only saw it three weeks later because I read my normal email, not that one.",Grades were visible to students without me having to send them individually.,A simple mode with only the five things I actually do.,2.32,-2.685,S5 Reluctant Instructors
R123,2026-09-14 07:17,bsc,21-24,female,tshd,nl,4,1-8,1,0,0,0,0,0,0,5,several,1,0,0,1,0,phone,lt2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,push,2-3,0,1,0,1,0,0,2,6,6,6,3,3,4,5,5,5,4,4,3,2,1,4,5,6,The To-do list showed 3 items due but two of them were undated things from a course that finished last block. I almost missed the one that mattered,,,-2.311,-0.803,S1 Deadline Sprinters
R124,2026-09-14 07:37,lecturer,40-49,female,tsb,nl,1,17-24,1,0,0,0,0,0,0,7,several,1,1,0,1,0,laptop,gt30,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,email,1,0,1,1,0,1,0,5,2,2,5,2,6,6,7,5,2,4,2,3,5,1,2,6,4,Quiz question banks: I edited a question and it silently didn't update in the quiz that already used it.,,Groups that respect sections.,-1.74,1.857,S4 Power Instructors
